series_animedb_id,series_title,series_type,series_episodes,my_id,my_watched_episodes,my_start_date,my_finish_date,my_rated,my_score,my_storage,my_storage_value,my_status,my_comments,my_times_watched,my_rewatch_value,my_priority,my_tags,my_rewatching,my_rewatching_ep,my_discuss,my_sns,update_on_import
37920,Ueno-san wa Bukiyou,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41226,Uzaki-chan wa Asobitai!,TV,12,0,12,0000-00-00,2020-10-27,,3,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37521,Vinland Saga,TV,24,0,7,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
33352,Violet Evergarden,TV,13,0,13,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
46095,Vivy: Fluorite Eye's Song,TV,13,0,3,0000-00-00,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
37509,W'z,TV,13,0,1,0000-00-00,0000-00-00,,1,,0.00,Dropped, #KKKKKKKKKKKKK FODA-SE,0,,LOW,,0,0,1,default,0
16742,Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
37993,Watashi ni Tenshi ga Maiorita!,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
43299,Wonder Egg Priority,TV,12,0,12,2021-03-24,2021-06-05,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35968,Wotaku ni Koi wa Muzukashii,TV,11,0,11,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37779,Yakusoku no Neverland,TV,12,0,12,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39710,Yesterday wo Utatte,TV,12,0,12,0000-00-00,0000-00-00,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41923,Yi Nian Yong Heng,ONA,52,0,3,2021-01-31,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
7785,Yojouhan Shinwa Taikei,TV,11,0,11,0000-00-00,0000-00-00,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34537,Yoru wa Mijikashi Arukeyo Otome,Movie,1,0,1,0000-00-00,0000-00-00,,9,,0.00,Completed,,1,,LOW,,0,0,1,default,0
8861,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",TV,12,0,2,0000-00-00,0000-00-00,,3,,0.00,Dropped, #por algum motivo eu achei q esse anime iria desenvolver um ótimo drama e ótimos personagens. É superficial e chato,0,,LOW,,0,0,1,default,0
32615,Youjo Senki,TV,12,0,12,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
550,Yu☆Gi☆Oh!,TV,27,0,27,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
481,Yu☆Gi☆Oh! Duel Monsters,TV,224,0,224,0000-00-00,2021-01-15,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
32995,Yuri!!! on Ice,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34798,Yuru Camp△,TV,12,0,12,0000-00-00,2019-01-08,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
10495,Yuru Yuri,TV,12,0,12,0000-00-00,2018-12-13,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
23225,Yuru Yuri Nachuyachumi!,OVA,1,0,1,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30279,Yuru Yuri San☆Hai!,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
12403,Yuru Yuri♪♪,TV,12,0,12,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36999,Zoku Owarimonogatari,Movie,6,0,6,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37976,Zombieland Saga,TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
